Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Far Caspian,Warning Sign - Alt Version,37.0,0.493,0.247,7.0,-14.955,0,0.0323,0.98,0.000463,0.0995,0.173,155.778,179670.0,4,6
The Parlor Mob,Everything You're Breathing For,50.0,0.557,0.815,,-5.402,1,0.0328,0.000969,0.00188,0.0932,0.445,88.929,226853.0,4,10
Tōth,Turnaround (Cocaine Song),32.0,0.502,0.526,11.0,-7.78,1,0.0666,0.735,3.43e-05,0.294,0.464,179.69,203498.0,4,1
Green Day,Dreaming,43.0,0.356,0.842,9.0,-6.734,1,0.0531,0.00104,2.51e-05,0.0704,0.553,161.03,187405.0,4,10
"Manna Dey, Lata Mangeshkar",Yeh Raat Bheegi Bheegi,28.0,0.264,0.436,,-11.04,0,0.035,0.89,4.19e-05,0.582,0.507,172.3,4.493783333,4,3
Andromida,Dystopia Foretold,42.0,0.527,0.936,1.0,-4.196,1,0.0444,2.79e-06,0.941,0.132,0.527,133.005,243722.0,4,8
Born Ruffians,Checkin' Out,36.0,0.475,0.518,7.0,-9.665,1,0.0639,0.000946,0.00425,0.0907,0.513,104.0,157000.0,4,6
Diles que no me maten,Pachuca,24.0,0.135,0.471,2.0,-10.661,1,0.0315,0.477,0.942,0.0866,0.0394,164.494,447270.0,4,10
Slash,Anastasia,55.0,0.449,0.936,1.0,-5.447,1,0.0445,0.000595,0.00213,0.118,0.437,100.487,367280.0,4,10
w. baer,I Was Wrong,36.0,0.342,0.805,5.0,-3.463,0,0.0418,0.0381,0.00198,0.162,0.165,121.587,204590.0,4,6
millennium parade,Fly with me,44.0,0.556,0.82,8.0,-5.43,1,0.0435,0.00177,,0.305,0.365,89.952,277467.0,4,10
Kenny Loggins,Footloose,67.0,0.564,0.911,2.0,-5.39,1,0.0536,0.159,4.36e-05,0.118,0.582,173.938,226293.0,4,10
Pattern-Seeking Animals,Raining Hard in Heaven,18.0,0.34,0.597,5.0,-7.224,1,0.0317,0.0157,0.0269,0.114,0.229,114.1,511088.0,4,10
Tim Schou,If I'm Being Honest,45.0,0.563,0.428,5.0,-7.645,1,0.0397,0.616,,0.11,0.199,74.881,231924.0,4,9
Charli XCX,Blame It on Your Love (feat. Lizzo),60.0,0.716,0.757,5.0,-2.666,1,0.0487,0.0249,,0.286,0.558,100.007,191114.0,4,9
Oceans,Break My Fall,30.0,0.404,0.751,4.0,-5.153,0,0.0364,0.00203,0.794,0.234,0.183,160.001,236855.0,4,6
"Joe Walsh, Amjad Ali Khan",Hope (We Shall Overcome),28.0,0.362,0.724,,-7.532,1,0.0375,0.164,0.865,0.103,0.45,98.105,5.144866667,4,0
The Spencer Davis Group,Sittin' And Thinkin' - Mono Version,1.0,0.371,0.891,10.0,-6.587,1,0.14,0.209,0.0969,0.321,0.484,106.2,177307.0,3,2
The Sounds,No One Sleeps When I’m Awake,42.0,0.527,0.851,6.0,-4.117,1,0.0438,0.00156,1.52e-05,0.147,0.519,131.968,264307.0,4,10
Momma,Biohazard,40.0,0.565,0.769,6.0,-7.863,0,0.0594,0.0135,0.794,0.171,0.464,124.069,145920.0,4,1
Lenny Kravitz,I Belong To You,54.0,0.687,0.68,7.0,-7.726,0,0.0489,0.000489,0.024,0.0724,0.674,87.314,257733.0,4,10
FEWS,More Than Ever,34.0,0.379,0.966,9.0,-2.59,0,0.169,7.67e-05,0.565,0.357,0.478,166.153,199863.0,4,1
Leon Bridges,Beyond,21.0,0.581,0.687,6.0,-5.4,1,0.105,0.229,,0.109,0.187,76.014,4.01,4,0
Strawberry Station,Looking for Loving,26.0,0.698,0.839,2.0,-8.16,1,0.0361,0.0041,0.783,0.0833,0.65,128.023,204399.0,4,6
Calvin Harris,One Kiss (with Dua Lipa),82.0,0.791,0.862,9.0,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847.0,4,9
Iron & Wine,Time After Time,63.0,0.628,0.248,1.0,-13.304,1,0.032,0.814,0.0602,0.111,0.646,125.298,2.83695,4,0
Eliad,ממריא איתי,22.0,0.688,0.617,8.0,-10.342,1,0.0384,0.259,0.000399,0.123,0.345,114.96,205427.0,4,9
Marcy Playground,Sex & Candy,68.0,0.67,0.558,2.0,-9.159,1,0.0251,0.238,,0.106,0.63,80.511,173493.0,4,10
Faces,Ooh La La - 2015 Remaster,60.0,0.603,0.494,2.0,-10.27,1,0.0301,0.428,0.000171,0.0894,0.729,147.814,214960.0,4,1
Jesse Malin,Strangers & Thieves,21.0,0.381,0.952,8.0,-4.311,1,0.0611,0.021,,0.027,0.653,145.972,196173.0,4,10
Gang Starr,Work,64.0,0.787,0.832,10.0,-4.671,1,0.301,0.0347,,0.0593,0.814,92.606,177667.0,4,5
Koralle,Laid Back,46.0,0.73,0.439,6.0,-8.672,0,0.361,0.325,6.2e-05,0.0947,0.145,86.825,199640.0,4,5
Ishi,Not My Girl - Yuksek Remix,37.0,0.731,0.763,4.0,-7.665,0,0.0397,0.0481,0.225,0.0737,0.551,99.015,233333.0,4,6
Radiohead,Karma Police,75.0,0.36,0.501,7.0,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,264067.0,4,1
A Perfect Circle,The Doomed,54.0,0.367,0.903,4.0,-5.956,0,0.175,0.0477,0.00124,0.235,0.239,106.329,281781.0,3,8
Freddie Spruell,Mr Freddie's Kokomo Blues,23.0,0.749,0.383,9.0,-9.351,1,0.164,0.989,6.69e-06,0.286,0.722,100.449,186640.0,4,2
Mukesh,Kehta Hai Joker Sara Zamana,23.0,0.384,0.81,9.0,-11.082,0,0.083,0.638,0.519,0.304,0.311,113.606,5.469783333,4,3
Editors,An End Has A Start,54.0,0.349,0.923,6.0,-2.432,0,0.0539,1.95e-05,0.111,0.336,0.535,149.904,225533.0,4,6
Janus Rasmussen,Neyð,32.0,0.726,0.606,,-12.49,0,0.0477,0.665,0.852,0.0916,0.0467,120.014,274125.0,4,6
Panic! At The Disco,I Write Sins Not Tragedies,71.0,0.566,0.815,9.0,-4.481,0,0.14,0.0737,,0.12,0.672,169.961,185587.0,4,10
Shinedown,GET UP,62.0,0.552,0.935,,-4.096,1,0.0623,0.0174,1.98e-06,0.116,0.38,74.954,245787.0,4,10
Nirvana,Heart-Shaped Box,76.0,0.256,0.641,1.0,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160.0,4,1
Margaret Walker,We Have Been Believers,4.0,0.619,0.0948,10.0,-23.295,0,0.723,0.653,,0.374,0.306,79.57,210160.0,3,5
Masked Wolf,Astronaut In The Ocean (Remix) - feat. G-Eazy & DDG,71.0,0.788,0.642,11.0,-7.35,1,0.149,0.0981,,0.158,0.512,150.031,195750.0,4,5
Green Carnation,The World Without a View,30.0,0.454,0.865,5.0,-7.9,1,0.0425,0.00252,0.0901,0.122,0.257,135.983,573989.0,3,8
K. S. Harisankar,Mukthi,23.0,0.507,0.75,,-8.351,0,0.0446,0.0866,8.75e-06,0.0943,0.487,127.939,3.28125,4,0
The Teskey Brothers,Hold Me,48.0,0.579,0.456,,-7.284,1,0.514,0.358,,0.0922,0.569,71.022,187973.0,4,2
WARGASM (UK),Your Patron Saints,48.0,0.46,0.906,1.0,-8.201,1,0.15,2.99e-05,0.0348,0.17,0.566,161.055,204160.0,4,8
Orions Belte,Joe Frazier,44.0,0.432,0.63,7.0,-9.511,0,0.0384,0.0663,0.687,0.223,0.569,133.77,338613.0,4,10
Bailey Rushlow,Senorita - Acoustic,47.0,0.761,0.237,,-9.12,1,0.0353,0.664,,0.155,0.846,114.102,199056.0,4,9
Everlit,Welcome to the Show,20.0,0.624,0.972,8.0,-2.059,1,0.044,0.00103,,0.229,0.661,101.951,179623.0,4,8
The Gathering,Shortest Day,30.0,0.526,0.679,9.0,-7.353,0,0.0318,0.000658,0.337,0.816,0.295,112.481,252053.0,4,10
Sam Fischer,Simple,64.0,0.61,0.456,3.0,-8.659,1,0.0968,0.407,,0.138,0.576,72.089,182180.0,4,9
Miri Mesika,ככה זה (לאהוב אותך),25.0,0.518,0.428,,-4.694,1,0.0329,0.103,2.41e-06,0.299,0.153,121.703,242416.0,4,9
John Hiatt,I’m In Asheville,,0.41,0.27,9.0,-12.946,1,0.0336,0.867,0.011,0.0989,0.356,78.266,206887.0,4,1
Delain,Burning Bridges,40.0,0.373,0.948,11.0,-5.94,0,0.107,2.43e-05,0.0573,0.126,0.195,159.996,256040.0,4,8
KALEO,Skinny,65.0,0.484,0.741,2.0,-5.298,1,0.0411,0.0228,0.000164,0.31,0.137,85.076,222317.0,4,8
Kishore Kumar,O Saathi Re - Male Vocals,28.0,0.285,0.725,6.0,-3.717,1,0.033,0.716,1.59e-06,0.217,0.465,101.473,4.495283333,4,3
Eyedress,Jealous,79.0,0.474,0.91,9.0,-10.431,0,0.0462,0.00498,0.859,0.476,0.745,93.01,122339.0,4,6
Barbara Mandrell,(If Loving You Is Wrong) I Don't Want To Be Right,35.0,0.621,0.536,4.0,-10.935,0,0.0349,0.0341,1.01e-05,0.142,0.72,74.256,3.08355,4,4
Dani Wilde,Falling,37.0,0.441,0.503,8.0,-5.706,1,0.0325,0.481,2.15e-06,0.085,0.385,134.134,303600.0,3,2
Amnesia Scanner,AS Too Wrong,38.0,0.568,0.815,2.0,-5.798,1,0.0528,0.00555,0.0212,0.354,0.134,102.023,254500.0,4,6
Behemoth,Ov Fire and the Void,45.0,0.471,0.973,1.0,-4.35,1,0.0806,2.29e-05,0.621,0.0243,0.152,130.034,267320.0,4,8
Gera MX,Botella Tras Botella,13.0,0.727,0.546,,-4.572,1,0.0437,0.656,,0.122,0.69,106.891,197333.0,4,9
Poolside,Shakedown Street,43.0,0.777,0.754,,-7.39,1,0.0323,0.684,0.00201,0.163,0.625,102.389,256147.0,4,6
Frank Carter & The Rattlesnakes,My Town (feat. Joe Talbot),57.0,0.591,0.947,,-3.259,1,0.0838,0.065,,0.23,0.542,177.064,164485.0,4,1
"Mithoon, Arijit Singh","Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",62.0,0.285,0.238,5.0,-9.623,0,0.0375,0.663,9.23e-06,0.0793,0.213,179.918,5.677866667,4,3
Russell Dickerson,Love You Like I Used To,67.0,0.501,0.788,10.0,-4.624,1,0.0415,0.12,,0.137,0.61,152.047,3.110216667,4,4
Hadag Nahash,קובלנה על מפלגות ישראל,25.0,0.59,0.807,9.0,-4.979,0,0.0423,0.000321,0.00126,0.399,0.435,151.805,219893.0,4,5
Arrested Youth,My Friends Are Robots,53.0,0.544,0.574,,-8.363,0,0.0299,0.0217,0.000155,0.214,0.0902,100.059,188529.0,4,1
Ana Popovic,Lives That Don't Exist,36.0,0.715,0.92,2.0,-4.189,1,0.0849,0.0929,,0.296,0.798,100.61,235453.0,4,2
somegirlnamedanna,california,31.0,0.427,0.312,2.0,-7.102,1,0.0539,0.658,,0.092,0.247,84.08,166203.0,4,10
ONUKA,ZENIT,46.0,0.658,0.679,6.0,-5.766,1,0.0445,0.107,0.134,0.389,0.247,140.055,271189.0,4,6
Manic Street Preachers,You Stole the Sun from My Heart,51.0,0.618,0.832,9.0,-8.015,1,0.0333,8.83e-05,9.01e-05,0.183,0.374,117.987,260507.0,4,6
Alice Cooper,Rock & Roll,34.0,0.596,0.938,5.0,-2.728,1,0.101,0.00156,5e-06,0.0412,0.757,121.922,283010.0,4,10
George Michael,Praying For Time - Live,38.0,0.548,0.562,9.0,-9.615,1,0.0281,0.0851,,0.992,0.195,127.886,4.967533333,4,9
Paramore,Brick by Boring Brick,57.0,0.436,0.942,9.0,-2.206,1,0.0496,9.56e-05,0.000438,0.209,0.5,164.975,253947.0,4,10
LightSkinKeisha,Drama,49.0,0.906,0.717,4.0,-6.777,1,0.265,0.213,2.1e-05,0.0934,0.776,126.003,213370.0,4,5
Free,All Right Now,,0.766,0.446,2.0,-13.079,1,0.0867,0.25,0.000704,0.318,0.743,119.774,5.54845,4,10
Lata Mangeshkar,Ban Ke Panchhi Gaaye Pyar Ka Tarana,6.0,0.446,0.701,1.0,-8.41,1,0.2,0.701,0.00372,0.422,0.928,180.77,3.542883333,3,3
Eden Ben Zaken,מקסיקו,30.0,0.602,0.851,11.0,-4.473,0,0.286,0.255,,0.111,0.869,177.916,203658.0,4,9
Simple Minds,Don't You (Forget About Me),75.0,0.66,0.816,2.0,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,4.384,4,10
Michael Swissa,איגואנה עם בוי אצ׳י,36.0,0.833,0.458,,-11.542,1,0.491,0.023,,0.332,0.626,170.047,115138.0,4,9
Creedence Clearwater Revival,The Night Time Is The Right Time - Live At The Woodstock Music & Art Fair / 1969,35.0,0.454,0.885,4.0,-6.387,1,0.0487,0.0205,0.000399,0.756,0.592,112.878,209693.0,3,10
Faith No More,Easy,67.0,0.506,0.554,10.0,-6.743,0,0.0339,0.339,0.000355,0.112,0.375,124.724,186960.0,4,10
Big Ups,Fear,24.0,0.464,0.41,4.0,-8.721,1,0.0435,0.0954,0.0902,0.284,0.232,126.682,283850.0,3,10
Widowspeak,Money (Hymn),37.0,0.137,0.155,8.0,-16.932,1,0.0368,0.447,0.1,0.174,0.0646,66.323,259088.0,3,6
Yeah Yeah Yeahs,Gold Lion,54.0,0.521,0.855,9.0,-3.348,1,0.0686,0.0223,5.54e-06,0.0869,0.257,158.744,187133.0,4,1
Etherius,The Eye of Ra,25.0,0.263,0.893,4.0,-7.15,0,0.0812,3.91e-06,0.88,0.136,0.0598,200.057,184360.0,4,8
Plastic Bertrand,Ca plane pour moi,61.0,0.422,0.943,10.0,-4.365,1,0.0954,0.074,6.83e-05,0.105,0.845,165.764,182133.0,4,10
Anki,My Head,33.0,0.509,0.952,8.0,-2.857,1,0.0679,0.0434,0.000401,0.0732,0.622,110.031,270545.0,4,10
John Summit,Deep End,72.0,0.773,0.652,11.0,-9.187,0,0.0807,0.143,0.024,0.44,0.453,126.007,196687.0,4,9
Tears For Fears,Everybody Wants To Rule The World,83.0,0.645,0.795,7.0,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489.0,4,10
Masok,Regimen,14.0,0.723,0.585,3.0,-8.171,0,0.226,0.234,0.0232,0.071,0.847,86.03,219523.0,4,6
StarBoi3,Dick (feat. Doja Cat),85.0,0.647,0.608,9.0,-6.831,1,0.42,0.13,,0.0584,0.474,125.994,175238.0,4,5
Left to Suffer,Anger,48.0,0.413,0.965,8.0,-4.556,1,0.202,0.000317,0.00217,0.267,0.126,150.026,206000.0,4,8
KLOUD,LOVE ME,50.0,0.587,0.902,8.0,-2.506,1,0.049,0.0336,0.000112,0.1,0.0878,102.029,204706.0,4,10
B.B. King,To Know You Is To Love You,55.0,0.872,0.384,,-16.204,1,0.0388,0.418,0.317,0.0687,0.938,102.597,515000.0,4,2
Vulture Industries,Deeper,40.0,0.482,0.909,9.0,-4.972,1,0.0447,0.000179,0.00137,0.253,0.486,129.495,359452.0,4,8
The Doves,Flying Bird,27.0,0.42,0.783,8.0,-10.134,0,0.0389,0.00102,0.903,0.265,0.691,126.093,213787.0,4,10
Porcupine Tree,Shesmovedon,47.0,0.553,0.631,4.0,-9.6,0,0.0302,0.00614,0.035,0.482,0.381,142.029,314400.0,4,8
Jayli Wolf,Child Of The Government,41.0,0.652,0.469,6.0,-11.148,0,0.0548,0.00675,0.00272,0.0929,0.321,120.065,221393.0,4,9
John Kongos,He's Gonna Step On You Again,41.0,0.705,0.728,,-11.413,0,0.0301,0.0141,0.343,0.245,0.737,107.088,267787.0,5,10
Post Malone,Enemies (feat. DaBaby),77.0,0.542,0.674,6.0,-4.169,1,0.21,0.0588,,0.0955,0.667,76.388,196760.0,4,5
Proux,Funk Express,27.0,0.726,0.872,5.0,-7.641,0,0.0631,0.000243,0.162,0.144,0.578,123.999,110313.0,4,6
Ruby Waters,Blow,48.0,0.696,0.52,5.0,-4.687,0,0.0328,0.0157,,0.0939,0.566,88.951,143919.0,4,1
Don Diablo,Kill Me Better (feat. Imanbek & Trevor Daniel) - Travis Barker Alt Version,49.0,0.471,0.888,8.0,-3.724,1,0.0727,0.0306,,0.0892,0.46,160.004,195528.0,4,1
Tzukush,שלם,22.0,0.792,0.61,9.0,-8.893,0,0.0798,0.642,4.85e-05,0.0936,0.562,116.796,188718.0,4,5
CAYAM,Chaos in the Distance,46.0,0.749,0.547,9.0,-11.342,0,0.0471,0.147,0.866,0.109,0.101,129.002,372151.0,4,6
LL Cool J,Loungin (Who Do Ya Luv),58.0,0.817,0.584,7.0,-9.785,1,0.174,0.432,0.00609,0.225,0.501,99.947,229373.0,4,5
Middle Kids,Questions,37.0,0.385,0.694,,-6.629,1,0.0562,0.0704,2.5e-05,0.147,0.582,169.852,173640.0,3,1
Refused,REV001,32.0,0.557,0.854,9.0,-5.878,0,0.0503,0.00467,0.00409,0.592,0.399,101.968,190267.0,4,10
"Lata Mangeshkar, Amitabh Bachchan",Yeh Kahan Aa Gaye Hum - With Dialogue By Amitabh,32.0,0.39,0.388,7.0,-9.339,1,0.033,0.841,0.00392,0.178,0.237,102.496,7.650533333,4,3
Pantera,Walk,73.0,0.43,0.704,1.0,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120.0,4,8
XXXTENTACION,Fuck Love (feat. Trippie Redd),82.0,0.797,0.533,,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520.0,4,5
"Antonio Vivaldi, Raphael Wallfisch, City of London Sinfonia, Nicholas Kraemer","Cello Concerto in G Major, RV 414: II. Largo",37.0,0.169,0.0391,4.0,-24.002,0,0.0397,0.879,0.872,0.122,0.185,88.485,3.468883333,4,7
POORSTACY,Hills Have Eyes,64.0,0.473,0.792,,-3.171,1,0.0421,0.000103,0.0495,0.154,0.587,169.975,130588.0,4,10
Tyler Bryant & the Shakedown,Ride,37.0,0.482,0.845,1.0,-5.2,0,0.0328,0.0612,0.000719,0.357,0.698,175.774,206173.0,4,2
Stepping Sideways,Quintessence,20.0,0.323,0.983,2.0,-3.98,0,0.116,0.000147,0.000978,0.116,0.0998,160.002,205800.0,4,8
Charlie Marie,Heard It Through the Red Wine,32.0,0.654,0.658,2.0,-5.565,1,0.0293,0.339,9.03e-06,0.318,0.47,125.056,227453.0,4,1
Ammonia,Drugs,39.0,0.624,0.586,9.0,-8.271,1,0.041,0.000967,0.058,0.0664,0.889,115.932,207000.0,4,10
Latto,The Biggest,14.0,0.55,0.589,1.0,-6.656,1,0.449,0.0999,,0.714,0.265,96.237,143333.0,5,5
Whose Rules,Lights,43.0,0.745,0.622,7.0,-7.479,1,0.194,0.161,0.0751,0.0609,0.621,88.023,126000.0,4,6
Little Buster & the Soul Brothers,First You Cry,10.0,0.372,0.474,,-7.197,1,0.0386,0.107,0.0104,0.0438,0.242,180.456,265507.0,3,2
Cassandra Jenkins,Michelangelo,42.0,0.564,0.368,7.0,-10.228,1,0.0281,0.587,0.681,0.18,0.544,139.01,209837.0,4,1
Dark Sarah,Illuminate,33.0,0.41,0.819,,-6.439,1,0.0405,0.000207,0.00194,0.464,0.183,160.021,249747.0,4,8
Soccer Mommy,Wide Open Spaces,43.0,0.445,0.575,4.0,-8.495,1,0.0276,0.374,0.000816,0.813,0.516,82.614,301154.0,4,6
Allan Rayman,Stitch,39.0,0.731,0.78,1.0,-4.903,1,0.0978,0.124,0.000176,0.0847,0.536,90.024,165827.0,4,10
Highly Suspect,Lydia,53.0,0.417,0.706,6.0,-4.652,0,0.0945,0.00933,0.000572,0.474,0.512,127.884,242560.0,4,10
Oscar Peterson Trio,I Got It Bad And That Ain't Good,,0.515,0.0551,2.0,-27.383,0,0.0477,0.972,0.915,0.0878,0.176,50.658,5.102883333,4,7
Boss Keloid,Smiling Thrush,31.0,0.236,0.819,2.0,-7.886,1,0.0351,7.84e-05,0.0707,0.383,0.416,140.926,316339.0,4,8
Dieter Huber,wolkenlos,48.0,0.453,0.0567,2.0,-18.646,1,0.0741,0.987,0.955,0.109,0.402,151.524,3.606783333,3,7
mxmtoon,fever dream - acoustic,50.0,0.509,0.339,4.0,-7.272,1,0.0295,0.922,3.84e-06,0.0983,0.16,98.104,211200.0,4,9
Editors,Munich,62.0,0.173,0.872,7.0,-4.39,0,0.0533,0.00052,0.0353,0.324,0.39,149.361,226427.0,4,10
Vince Gill,When I Call Your Name,56.0,0.506,0.11,5.0,-17.615,1,0.0307,0.35,0.00144,0.139,0.208,70.554,4.252216667,3,4
Aerosmith,Mama Kin,50.0,0.426,0.751,4.0,-10.91,1,0.0403,0.122,0.00144,0.271,0.889,153.359,267227.0,4,2
Janis Joplin,Move Over,53.0,0.708,0.497,,-10.337,1,0.0527,0.189,0.0116,0.0723,0.919,132.997,223827.0,4,10
Munro,Incubus,38.0,0.38,0.996,10.0,-4.54,0,0.153,2.69e-05,0.669,0.257,0.126,160.008,334969.0,4,8
Westlife,The Rose,5.0,0.272,0.203,9.0,-9.706,1,0.0294,0.784,,0.0805,0.172,109.581,3.651783333,5,9
The Maine,Sticky,59.0,0.669,0.819,,-4.716,1,0.0363,0.11,,0.212,0.762,105.055,178901.0,4,9
"Rochak Kohli, Arijit Singh, Neha Kakkar","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",67.0,0.718,0.382,7.0,-8.237,1,0.0466,0.585,,0.128,0.499,87.029,3.349866667,4,3
Action Bronson,Dmtri,55.0,0.599,0.694,9.0,-6.29,0,0.478,0.674,,0.465,0.3,81.024,274133.0,4,5
Krystal Klear,Piano Banana,,0.803,0.941,10.0,-9.902,1,0.126,5.18e-05,0.917,0.105,0.389,127.011,242090.0,4,1
Emily Hall,Stupid Love - Acoustic Cover,26.0,0.634,0.149,4.0,-11.742,1,0.0403,0.957,3.35e-05,0.102,0.291,102.831,201990.0,4,9
U2,Sweetest Thing,65.0,0.524,0.641,,-8.967,1,0.0497,0.0437,2.78e-05,0.159,0.482,141.65,184543.0,4,10
AJR,Bang!,65.0,0.74,0.517,1.0,-6.233,0,0.0506,0.0183,,0.0558,0.698,139.917,170858.0,4,9
Rise Against,Nowhere Generation,64.0,0.373,0.944,11.0,-3.99,1,0.0998,0.00265,3.55e-05,0.422,0.376,165.881,232933.0,4,10
ISLAND,Octopus,50.0,0.553,0.806,10.0,-4.149,1,0.039,0.209,0.0112,0.0942,0.359,106.434,148280.0,4,6
"Lata Mangeshkar, S. P. Balasubrahmanyam",Hum Aapke Hain Koun,40.0,0.675,0.393,,-15.196,1,0.0327,0.58,0.00859,0.228,0.627,116.203,4.003783333,4,3
Luna Abu Nassar,Rakevet,14.0,0.813,0.609,10.0,-7.93,0,0.0558,0.156,0.00204,0.346,0.498,87.996,213440.0,4,6
Matt Stell,Prayed For You,66.0,0.6,0.698,9.0,-5.86,1,0.0355,0.0724,1.64e-06,0.113,0.57,140.032,3.506216667,4,4
Rowdy Rebel,9 Bridge,68.0,0.642,0.589,5.0,-7.392,0,0.302,0.124,,0.0868,0.72,95.543,147963.0,5,5
Michael Burks,I Smell Smoke,14.0,0.586,0.907,,-4.654,0,0.0448,0.351,0.000562,0.0777,0.891,101.007,231027.0,4,2
Narkis,משה,32.0,0.506,0.727,1.0,-4.788,0,0.0339,0.096,4.98e-06,0.103,0.3,103.905,254135.0,4,9
LANDMVRKS,Overrated,50.0,0.334,0.965,11.0,-3.932,0,0.0988,0.000218,,0.317,0.481,90.521,205333.0,4,8
Purity Ring,Better Off Alone,54.0,0.599,0.891,8.0,-6.0,0,0.0327,0.121,0.796,0.216,0.488,136.99,232000.0,4,6
Massel Klezmorim,Sephardic Elegy,39.0,0.706,0.218,2.0,-15.802,0,0.0486,0.87,0.037,0.0739,0.478,146.365,2.45,4,7
Stone Temple Pilots,Vasoline - 2019 Remaster,62.0,0.295,0.977,10.0,-7.086,1,0.088,0.00147,0.000187,0.0887,0.353,168.672,176547.0,4,10
Rotem Or,This Is What You All Came For,3.0,0.763,0.554,11.0,-9.914,0,0.0287,0.257,0.203,0.114,0.123,109.998,237813.0,4,6
Hannah Wicklund,Ghost,34.0,0.41,0.823,9.0,-4.939,0,0.0464,0.0117,0.0146,0.347,0.635,186.003,243397.0,4,2
Ran Rishon,Et Lizroa,20.0,0.633,0.691,6.0,-5.994,0,0.0314,0.018,6.57e-05,0.196,0.529,116.109,226560.0,4,10
Death Cab for Cutie,I Will Possess Your Heart,56.0,0.605,0.619,9.0,-8.971,0,0.0261,0.423,0.313,0.0732,0.578,133.074,505773.0,4,6
Rad Horror,Stay Out,38.0,0.581,0.847,7.0,-5.48,0,0.0638,0.000259,0.00897,0.0875,0.394,120.07,188000.0,4,1
Conway Twitty,Linda On My Mind - Single Version,34.0,0.383,0.292,9.0,-15.23,1,0.0293,0.314,1.32e-05,0.0581,0.593,104.789,2.71155,4,4
SEB,seaside_demo,70.0,0.706,0.824,,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,2.2,4,9
Waterparks,Stupid For You,65.0,0.581,0.922,1.0,-3.408,0,0.0666,0.024,,0.202,0.596,118.408,191545.0,4,10
Crobot,Low Life,57.0,0.546,0.911,6.0,-4.801,1,0.062,0.0008,7.73e-05,0.131,0.757,76.008,216515.0,4,10
Fumez The Engineer,A92 x Fumez The Engineer - Plugged In Freestyle,76.0,0.856,0.427,2.0,-13.297,1,0.365,0.0958,,0.1,0.774,144.118,240000.0,4,5
Haiva Ru,Work It On Out,41.0,0.712,0.604,11.0,-8.961,0,0.0307,0.0478,1.02e-06,0.117,0.566,110.022,225969.0,4,6
Sorcha Richardson,First Prize Bravery,42.0,0.718,0.554,11.0,-8.041,0,0.108,0.607,1.22e-05,0.0766,0.698,113.974,230053.0,4,6
Dermot Kennedy,Days Like This,3.0,0.642,0.214,3.0,-9.25,1,0.198,0.909,,0.122,0.38,80.444,2.49671667,4,0
John Lennon,Imagine - Remastered 2010,78.0,0.547,0.257,,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,187867.0,4,10
John Garcia,My Everything,27.0,0.409,0.88,5.0,-4.632,1,0.051,0.000211,0.651,0.299,0.368,133.255,216456.0,4,8
Ellie Goulding,Sixteen,4.0,0.824,0.17,5.0,-6.535,0,0.0386,0.8,,0.11,0.396,105.85,189532.0,4,9
Russ,BANKRUPT,65.0,0.677,0.504,7.0,-4.688,1,0.0344,0.0201,0.688,0.0712,0.542,79.985,171000.0,4,5
Backstreet Boys,Love Somebody - Live in Japan,15.0,0.582,0.872,11.0,-6.958,1,0.0726,0.00202,0.00142,0.51,0.519,127.991,3.930316667,4,9
Weezer,Beverly Hills,,0.69,0.804,5.0,-4.343,1,0.0724,0.102,,0.142,0.732,87.9,200187.0,4,9
070 Shake,Rocketship,44.0,0.546,0.627,1.0,-6.46,0,0.0527,0.0221,,0.36,0.312,76.488,184467.0,4,6
Motörhead,Thunder & Lightning,44.0,0.429,0.995,1.0,-5.259,1,0.172,0.00258,0.528,0.197,0.061,134.967,186133.0,4,8
AURAGRAPH,Sky Plaza - 猫 シ Corp. Remix,33.0,0.695,0.664,10.0,-15.11,0,0.0304,0.549,0.86,0.899,0.863,127.284,163625.0,4,6
Right on Time,Brandi Carlile,60.0,0.419,0.269,7.0,-9.388,1,0.0356,0.626,1.83e-05,0.116,0.152,121.695,3.087133333,4,0
